Cluster	Contigs	Num_contigs	COG0016	COG0048	COG0049	COG0051	COG0052	COG0060	COG0072	COG0080	COG0081	COG0087	COG0088	COG0089	COG0090	COG0091	COG0092	COG0093	COG0094	COG0096	COG0097	COG0100	COG0102	COG0103	COG0130	COG0184	COG0185	COG0186	COG0197	COG0198	COG0200	COG0201	COG0244	COG0256	COG0504	COG0532	COG0541	COG0552
0	|k141_178333|k141_84752	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	k141_100379|k141_101446|k141_101605|k141_101777|k141_102541|k141_103225|k141_103257|k141_103597|k141_103644|k141_103905|k141_1041|k141_10464|k141_104984|k141_105361|k141_105887|k141_107271|k141_107497|k141_10786|k141_107934|k141_108123|k141_108466|k141_109150|k141_109652|k141_110063|k141_110348|k141_110970|k141_111745|k141_111837|k141_111921|k141_112648|k141_113913|k141_11412|k141_115378|k141_115560|k141_116115|k141_116209|k141_116346|k141_116614|k141_117030|k141_117182|k141_117260|k141_117348|k141_11754|k141_118072|k141_118175|k141_118332|k141_118638|k141_118891|k141_119026|k141_119407|k141_119679|k141_120760|k141_121097|k141_121742|k141_122544|k141_122917|k141_12298|k141_123073|k141_123409|k141_123925|k141_124564|k141_124730|k141_124986|k141_125344|k141_12588|k141_126020|k141_126156|k141_126244|k141_126302|k141_126496|k141_126554|k141_12694|k141_12720|k141_127789|k141_128161|k141_128389|k141_128498|k141_128843|k141_129046|k141_129076|k141_129534|k141_129577|k141_13016|k141_130280|k141_130434|k141_130585|k141_130639|k141_131794|k141_132069|k141_132398|k141_13251.0|k141_133108|k141_13357|k141_133842|k141_134094|k141_134159|k141_134200|k141_134823|k141_135171|k141_135481|k141_135498|k141_135807|k141_136504|k141_136689|k141_137023|k141_13707|k141_137230|k141_137621|k141_137821.0|k141_137821.1|k141_137821.2|k141_138865|k141_13892|k141_139173|k141_139236|k141_139485|k141_139731|k141_140046|k141_140607|k141_140868|k141_14102|k141_141369|k141_141947|k141_142423|k141_14247|k141_143797|k141_14401|k141_144051|k141_144318|k141_1446|k141_144820|k141_145282|k141_145320|k141_146211|k141_146414|k141_146459|k141_146970|k141_147016|k141_147032|k141_147169.0|k141_147169.1|k141_147390|k141_147539|k141_147580|k141_148292|k141_148613|k141_148916|k141_149302|k141_149311|k141_149661|k141_15035|k141_150635|k141_150676|k141_150695|k141_15089|k141_150913|k141_151029|k141_151577|k141_151643|k141_152441|k141_153936|k141_154045|k141_154908|k141_154972|k141_155024|k141_156152|k141_156623|k141_157060|k141_15820|k141_15824|k141_158297|k141_158850|k141_158947|k141_159867|k141_159987|k141_15999|k141_160264|k141_160314|k141_160526|k141_160571|k141_160675|k141_160709|k141_160903|k141_161366|k141_161367|k141_161433|k141_161438|k141_16221|k141_162425|k141_162473|k141_16300|k141_163990|k141_165361|k141_165889|k141_166214|k141_16638|k141_166687|k141_166965|k141_168115|k141_168466|k141_168474|k141_169419|k141_169488|k141_170230|k141_170246|k141_170274|k141_171282|k141_171448|k141_172193|k141_172223|k141_172702|k141_17276|k141_172879|k141_173085|k141_173158|k141_173293|k141_174111|k141_174477|k141_175441|k141_175932|k141_176919|k141_177166|k141_177227|k141_177718|k141_17789|k141_17805|k141_178262.0|k141_178262.1|k141_179828|k141_180250|k141_180519|k141_181492|k141_181868|k141_18191|k141_182372|k141_182397|k141_183600|k141_184004|k141_184009|k141_184309|k141_185093|k141_185622|k141_185818|k141_185855|k141_186154|k141_18622|k141_186802|k141_187058|k141_187795|k141_188674|k141_190665|k141_190804|k141_190883|k141_191447|k141_191726|k141_191887|k141_192037|k141_192549|k141_19321|k141_19349|k141_193946|k141_19407|k141_194081|k141_194551|k141_194801|k141_194868|k141_195018|k141_19537|k141_195704|k141_195909|k141_196447|k141_196839|k141_197124|k141_197323|k141_19768|k141_197749|k141_198403|k141_198552|k141_199002|k141_199581|k141_200036|k141_201121|k141_201337|k141_201348|k141_201524|k141_202889|k141_203014|k141_203466|k141_20352|k141_203859|k141_204149|k141_204314|k141_204429|k141_204575|k141_204595|k141_204890|k141_205328|k141_205334|k141_205393|k141_205438|k141_205491|k141_205635|k141_206161|k141_206535|k141_206666|k141_206843|k141_20686|k141_206943|k141_207030|k141_207330|k141_207496|k141_207673|k141_208984|k141_209883|k141_210055|k141_211601|k141_212141|k141_212562|k141_212916|k141_212922|k141_213434|k141_213554|k141_213750|k141_213966|k141_214386|k141_214877|k141_214915|k141_215307|k141_215711|k141_215761|k141_216521|k141_216657|k141_21690|k141_216951|k141_216963|k141_216975|k141_217093|k141_218243|k141_218515|k141_21868|k141_219215|k141_219463|k141_21955|k141_219918|k141_220063|k141_2203|k141_220915|k141_221318|k141_221647|k141_222185|k141_222324|k141_223608|k141_225621|k141_225659|k141_22649|k141_227372|k141_227650|k141_227745.0|k141_227745.1|k141_228010|k141_228234|k141_22870|k141_22901|k141_229031|k141_229420|k141_229544|k141_229643|k141_230041|k141_230229|k141_230494|k141_230618|k141_230920|k141_231892|k141_233096|k141_233383|k141_23377|k141_234345|k141_23443|k141_23464|k141_235101|k141_236094|k141_236489|k141_236726|k141_237033|k141_237485|k141_237674|k141_237873|k141_237994|k141_238133|k141_238405|k141_239097|k141_239282|k141_239377|k141_239418|k141_239985|k141_240198|k141_240726|k141_24128|k141_241429|k141_242029|k141_242314|k141_242501|k141_243817|k141_243914|k141_244092|k141_244256|k141_244561|k141_245139|k141_245325|k141_245522|k141_246237|k141_246409|k141_246430|k141_246482|k141_246791|k141_247306|k141_247896|k141_248741|k141_249958|k141_25055|k141_25083|k141_25108|k141_251437|k141_251858|k141_252092|k141_252899|k141_253061|k141_253386|k141_253393|k141_254304|k141_255127|k141_255706|k141_256223|k141_256933|k141_25697|k141_257340|k141_258|k141_258417|k141_259053|k141_259137|k141_259433|k141_25975|k141_26004|k141_260157|k141_26026|k141_260659|k141_261070|k141_261080|k141_261106|k141_261274|k141_261605|k141_26227|k141_262584|k141_26270|k141_262731|k141_262882|k141_263067|k141_263873|k141_264336|k141_264455|k141_264458|k141_26517|k141_265211|k141_265243|k141_265630|k141_265720|k141_265784|k141_26630|k141_266373|k141_266432|k141_266603|k141_26742|k141_267713|k141_267902|k141_268089|k141_268272|k141_268551|k141_268625.0|k141_268625.1|k141_268702|k141_269033|k141_269255|k141_269410|k141_269575|k141_269623|k141_269748|k141_271648|k141_271718|k141_271753|k141_271943|k141_272196|k141_272799|k141_272928|k141_273894|k141_274034|k141_274080|k141_274371|k141_274558|k141_274634|k141_274799|k141_276178|k141_276191|k141_27623|k141_276387|k141_276749|k141_276762|k141_276777|k141_277541|k141_277585|k141_277972|k141_278113|k141_27820|k141_278590|k141_279107|k141_279268|k141_27940|k141_279622|k141_279798|k141_280308|k141_280386|k141_280636|k141_280939|k141_281201|k141_281541|k141_282242|k141_282451|k141_28246|k141_282749|k141_283050|k141_28360|k141_2842|k141_284249|k141_284909|k141_285323|k141_285432|k141_285653|k141_286588|k141_286634|k141_287680|k141_287972|k141_288021|k141_288185|k141_288274|k141_289006|k141_289138|k141_289441|k141_28992|k141_289931|k141_29015|k141_290731|k141_290931|k141_29189|k141_291933|k141_29222|k141_292630|k141_292684|k141_293474|k141_29391|k141_294030|k141_294279|k141_295227|k141_295449|k141_296162|k141_297114|k141_297612|k141_29779|k141_298286|k141_29871|k141_298792|k141_298903|k141_299448|k141_299646|k141_300381|k141_300417|k141_3005|k141_300610|k141_300875|k141_301646|k141_302204|k141_302297|k141_302791|k141_302973|k141_304055|k141_304257|k141_304726|k141_304827|k141_304882|k141_305389|k141_305784|k141_306136|k141_306611|k141_306806|k141_306850|k141_307888|k141_307928|k141_308506|k141_309304|k141_309628|k141_309794|k141_309951|k141_310038|k141_310861|k141_310921|k141_311083|k141_311102|k141_311172|k141_311245|k141_311694|k141_311794|k141_312335|k141_312752|k141_312985|k141_313084|k141_313101|k141_313366|k141_313650|k141_313671|k141_313677|k141_314130|k141_314135|k141_314551|k141_315464|k141_315826|k141_316772|k141_316927|k141_317105|k141_317396|k141_318023|k141_31839|k141_318635|k141_319750|k141_320058|k141_32094|k141_321548|k141_321618|k141_322322|k141_32261|k141_323058|k141_323158|k141_324148|k141_324602|k141_325510|k141_325820|k141_326847|k141_327165|k141_327434|k141_328610|k141_329917|k141_33026|k141_331486|k141_331652|k141_331660|k141_331755|k141_332020|k141_332040|k141_332143|k141_33215|k141_332577|k141_333073|k141_333998|k141_334019.0|k141_334019.1|k141_334964|k141_335147|k141_336116|k141_336435|k141_336675|k141_336979|k141_33777|k141_338135|k141_338173|k141_338493|k141_338520|k141_33953|k141_339982|k141_340179|k141_340425|k141_34052|k141_340810|k141_341513|k141_34156|k141_341801|k141_342535|k141_342629|k141_342645|k141_34271|k141_343013|k141_343100|k141_343654|k141_343807|k141_344038|k141_344490|k141_34588|k141_345976|k141_346414|k141_347548|k141_347688|k141_347793|k141_34812|k141_349179|k141_349234|k141_349533|k141_350409.0|k141_350596|k141_350867|k141_35094|k141_351233|k141_351260|k141_351645|k141_352318|k141_352885|k141_353345|k141_353689|k141_354650|k141_354698|k141_354866|k141_355111|k141_355162|k141_35525|k141_355487|k141_355561|k141_355696|k141_355765|k141_355924|k141_356048|k141_356097|k141_356210|k141_357124|k141_35716|k141_357160|k141_357183|k141_358004|k141_358446|k141_358987|k141_359343|k141_359665|k141_361743|k141_36344|k141_363533|k141_363726|k141_364025|k141_364448|k141_364805|k141_364929|k141_36576|k141_36594|k141_366691|k141_367430|k141_368353|k141_368566|k141_368719|k141_368790|k141_369081|k141_369644|k141_369659|k141_370253|k141_370588|k141_370732|k141_370749|k141_370769|k141_371090|k141_371465|k141_371466|k141_372084|k141_372269|k141_372453|k141_372540|k141_37384|k141_374176|k141_374615|k141_374902|k141_3753|k141_375411|k141_375602|k141_375693|k141_37577|k141_375898|k141_375944|k141_376106|k141_376138|k141_376732|k141_377003|k141_377128|k141_377663|k141_378117|k141_378271|k141_378560|k141_379617|k141_379782|k141_380035|k141_38023|k141_380490|k141_380523|k141_380822|k141_381722|k141_382450|k141_382822|k141_382987|k141_383057|k141_384908|k141_385474|k141_38598|k141_387367|k141_38763|k141_388868|k141_38912|k141_389413|k141_389581|k141_38998|k141_390178|k141_390309|k141_391265|k141_391761|k141_391946|k141_392113|k141_392161|k141_392507|k141_39342|k141_393601|k141_393701|k141_394200|k141_394449|k141_394532|k141_394590|k141_394658|k141_395460|k141_395506|k141_395927|k141_396371|k141_396409|k141_396976|k141_397038.0|k141_397038.1|k141_397038.2|k141_397859|k141_3984|k141_39863|k141_398933|k141_399650|k141_400876|k141_400984|k141_401150|k141_401679|k141_402211|k141_40226|k141_403007|k141_404427|k141_405114|k141_405629|k141_406177.0|k141_406177.1|k141_406211|k141_406254|k141_406435|k141_406482|k141_40707|k141_407129|k141_407586|k141_408095|k141_408170|k141_408222|k141_40833|k141_408499|k141_408959|k141_409232|k141_40972|k141_40985|k141_410890|k141_411392|k141_411559|k141_411736|k141_414659|k141_415143|k141_415213|k141_415411|k141_41566|k141_416912|k141_418199|k141_419013|k141_419052.0|k141_419052.1|k141_419053|k141_419259|k141_419502|k141_419650|k141_420241|k141_42078|k141_421185|k141_421303|k141_421769|k141_423458|k141_423478|k141_423746|k141_423870|k141_424667|k141_425018|k141_42540|k141_42550|k141_42577|k141_425934|k141_425939|k141_42614|k141_426307|k141_427396|k141_427554|k141_427619|k141_42785|k141_428275|k141_428654|k141_429140|k141_42941|k141_429595|k141_430076|k141_430228|k141_430325|k141_430617|k141_430877|k141_431593|k141_432308|k141_432379|k141_432398|k141_432907|k141_433037|k141_433364|k141_4340|k141_434519|k141_434540|k141_435316|k141_435517|k141_435652|k141_435847|k141_435951|k141_436288|k141_436414|k141_437175|k141_438220|k141_4387|k141_438807|k141_43987|k141_440048|k141_440199|k141_440261|k141_440350|k141_440829|k141_441093|k141_442080|k141_442277|k141_442560|k141_443164|k141_443339|k141_443573|k141_444|k141_444317|k141_444755|k141_445580|k141_446008|k141_446055|k141_446312|k141_446719|k141_447663|k141_448224|k141_448957|k141_449115|k141_449932|k141_450288|k141_450414|k141_450928|k141_451351|k141_451403|k141_451421|k141_452075|k141_452490|k141_452567|k141_452589|k141_452843|k141_453309|k141_453347|k141_45398|k141_45428|k141_454671|k141_456566|k141_456775|k141_45791|k141_458080|k141_458894|k141_458962|k141_458981|k141_459474|k141_459569|k141_459612|k141_459641|k141_459698|k141_459701|k141_459729|k141_459906|k141_460181|k141_46052|k141_461848|k141_462260|k141_462605|k141_46265|k141_463185|k141_46319|k141_463310|k141_463391|k141_463572|k141_46380|k141_463801|k141_463980|k141_464047|k141_46432|k141_464413|k141_465908|k141_46598|k141_46603|k141_46643|k141_466466|k141_466876|k141_467956|k141_468394|k141_46861|k141_468637|k141_468736|k141_468783|k141_469531|k141_469596|k141_470345|k141_470529|k141_470673|k141_47913|k141_48354|k141_48491|k141_48984|k141_49331|k141_49565|k141_49975|k141_50459|k141_51175|k141_51746|k141_51860|k141_52348|k141_52420|k141_52892|k141_531|k141_53495|k141_53917|k141_5440|k141_54495|k141_5518|k141_55211|k141_56393|k141_56462|k141_57280|k141_58508|k141_58556|k141_5873|k141_59007|k141_59516|k141_59543|k141_59597|k141_59969|k141_60156|k141_60354|k141_60400|k141_6073|k141_60749|k141_60767|k141_60847|k141_60891|k141_61006|k141_61364|k141_62509|k141_62967|k141_63444|k141_63742|k141_644|k141_64637|k141_65196|k141_65310|k141_65871|k141_65922|k141_66108|k141_66475|k141_66560|k141_67370|k141_67598|k141_67637|k141_67862|k141_68268|k141_68638|k141_68910|k141_69242|k141_6981|k141_69950|k141_6998|k141_70243|k141_70702|k141_70730|k141_71024|k141_7128|k141_72097|k141_72688|k141_72769|k141_73537|k141_73592|k141_73803|k141_74097|k141_74556|k141_75200|k141_75778|k141_75936|k141_76140|k141_76220|k141_76457|k141_76817|k141_76840|k141_77230|k141_77257|k141_77262|k141_77402|k141_77549|k141_77918|k141_7810|k141_78107|k141_78373|k141_7846|k141_7860|k141_78724|k141_78734|k141_78933|k141_79044|k141_79646|k141_7982|k141_80035|k141_80049|k141_80105|k141_8138|k141_81476|k141_81698|k141_81951|k141_82627|k141_83281|k141_83723|k141_84195|k141_84370|k141_84704|k141_84869|k141_85399|k141_85404|k141_85603|k141_85738|k141_85871|k141_86104|k141_86252|k141_86567|k141_86792|k141_86904|k141_87679|k141_88087|k141_88658|k141_89027|k141_89084|k141_89148|k141_90569|k141_90891|k141_91398|k141_9210|k141_92341|k141_92924|k141_92960|k141_93367|k141_93376|k141_93525|k141_9451|k141_9485|k141_95258|k141_95440|k141_95458|k141_95462|k141_95809|k141_96012|k141_96065|k141_96079|k141_96196|k141_96508|k141_97193|k141_97221|k141_97747|k141_97835|k141_98018|k141_98212|k141_98708|k141_9873|k141_99687|k141_99814	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	k141_102616|k141_103601|k141_108158|k141_108535|k141_108668.1|k141_112252|k141_112850|k141_113585|k141_114674|k141_11537|k141_116527|k141_119234|k141_121578.0|k141_124367|k141_125375.0|k141_126969|k141_130204|k141_134977|k141_135395|k141_136385|k141_137148|k141_141512|k141_14472|k141_15068|k141_154710|k141_160409|k141_161747|k141_162403|k141_16356|k141_165470|k141_167219|k141_168061|k141_170480|k141_172042|k141_172539|k141_173702|k141_176962|k141_178821|k141_184232|k141_194592|k141_19497|k141_19617|k141_197285|k141_198143|k141_202026|k141_202854|k141_203385|k141_205753|k141_213642|k141_217063|k141_217898|k141_223783|k141_225366|k141_228669|k141_235169|k141_236015|k141_237010|k141_244524|k141_249234|k141_254165|k141_255144|k141_256967|k141_25751|k141_258519|k141_271546.1|k141_279566|k141_286453|k141_297794|k141_29812|k141_306548|k141_306961|k141_308308|k141_309236|k141_310670|k141_318649|k141_320484|k141_32084|k141_321768|k141_322502|k141_322783|k141_32547|k141_325561|k141_328048|k141_330071|k141_331928|k141_337071|k141_337620|k141_33873|k141_341152|k141_345130|k141_349282|k141_349345|k141_352826|k141_35397|k141_35556|k141_365630.0|k141_365630.1|k141_36688|k141_368519|k141_370164|k141_37638|k141_382956|k141_383344|k141_383662|k141_387842|k141_394462|k141_395169|k141_395779|k141_398455|k141_401346|k141_402061|k141_402233|k141_402754|k141_405976|k141_409554|k141_41067|k141_414791|k141_415918|k141_417562|k141_430267|k141_43261.1|k141_434243|k141_434562|k141_43611|k141_436877|k141_438331|k141_446601|k141_448285|k141_450871|k141_466032|k141_466999|k141_46734|k141_467503|k141_468603|k141_469577|k141_47702|k141_4965.0|k141_4965.1|k141_50389|k141_58937|k141_63861|k141_66421|k141_68561|k141_71824|k141_73426|k141_7737|k141_79523|k141_80951|k141_84466|k141_87248|k141_88548|k141_89582|k141_92195|k141_93290|k141_98200	155	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	k141_118574|k141_8257	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
